influencer_id,campaign_type,date,category,follower_count,engagement_rate,impressions,clicks,add_to_cart,purchases,revenue
27,seasonal,2025-01-15,electronics,425173,0.05817282649892189,13197,1964,752,126,14129.78
27,launch,2025-01-16,electronics,425173,0.05817282649892189,38845,3409,518,159,12975.15
27,launch,2025-01-17,beauty,425173,0.05817282649892189,45243,5569,1715,632,107186.93
27,launch,2025-01-18,electronics,425173,0.05817282649892189,42081,2176,352,64,10163.24
27,discount,2025-01-19,home,425173,0.05817282649892189,16927,841,138,15,2318.53
27,brand_collab,2025-01-20,electronics,425173,0.05817282649892189,36525,763,293,65,11266.62
27,brand_collab,2025-01-21,electronics,425173,0.05817282649892189,1060,82,10,1,168.92
27,seasonal,2025-01-22,beauty,425173,0.05817282649892189,33016,4118,1486,296,18942.52
27,launch,2025-01-23,beauty,425173,0.05817282649892189,40725,5838,1833,591,72410.54
27,discount,2025-01-24,sports,425173,0.05817282649892189,25700,1866,635,271,23882.9
27,launch,2025-01-25,sports,425173,0.05817282649892189,36897,820,149,45,790.39
27,seasonal,2025-01-26,electronics,425173,0.05817282649892189,30062,1398,544,254,36302.53
27,launch,2025-01-27,sports,425173,0.05817282649892189,46240,5032,1138,585,62329.95
27,discount,2025-01-28,electronics,425173,0.05817282649892189,4225,496,133,55,5255.45
27,brand_collab,2025-01-29,beauty,425173,0.05817282649892189,27655,2973,1110,566,66082.83
27,discount,2025-01-30,beauty,425173,0.05817282649892189,36398,4566,1329,499,27918.68
28,launch,2025-01-01,electronics,397818,0.043247662723713755,6801,605,227,89,9786.06
28,brand_collab,2025-01-02,beauty,397818,0.043247662723713755,17667,681,145,72,3184.57
28,launch,2025-01-03,fashion,397818,0.043247662723713755,8366,567,67,20,474.65
28,discount,2025-01-04,fashion,397818,0.043247662723713755,7858,139,36,7,584.45
28,brand_collab,2025-01-05,fashion,397818,0.043247662723713755,32376,1373,476,142,8044.96
28,seasonal,2025-01-06,sports,397818,0.043247662723713755,20267,2830,301,175,8592.66
28,launch,2025-01-07,home,397818,0.043247662723713755,3708,267,39,5,882.78
28,brand_collab,2025-01-08,beauty,397818,0.043247662723713755,3148,295,35,19,604.81
28,seasonal,2025-01-09,electronics,397818,0.043247662723713755,40930,4637,1201,649,12606.9
28,launch,2025-01-10,beauty,397818,0.043247662723713755,41718,1682,597,85,8721.26
28,launch,2025-01-11,electronics,397818,0.043247662723713755,8853,1280,263,90,6913.21
28,discount,2025-01-12,beauty,397818,0.043247662723713755,5368,278,55,14,2068.8
28,brand_collab,2025-01-13,sports,397818,0.043247662723713755,20810,3080,1007,403,30004.1
28,brand_collab,2025-01-14,sports,397818,0.043247662723713755,15141,1096,62,8,668.95
28,seasonal,2025-01-15,beauty,397818,0.043247662723713755,5582,334,90,17,2590.46
28,seasonal,2025-01-16,home,397818,0.043247662723713755,37953,3548,779,88,7241.66
28,brand_collab,2025-01-17,beauty,397818,0.043247662723713755,1067,117,45,14,1403.77
28,discount,2025-01-18,home,397818,0.043247662723713755,42515,3613,962,423,57815.21
28,seasonal,2025-01-19,fashion,397818,0.043247662723713755,33559,340,21,12,672.57
28,seasonal,2025-01-20,home,397818,0.043247662723713755,16613,487,150,79,14880.11
28,launch,2025-01-21,sports,397818,0.043247662723713755,8489,1101,216,55,10338.77
28,seasonal,2025-01-22,electronics,397818,0.043247662723713755,45387,1212,199,101,12472.42
28,discount,2025-01-23,electronics,397818,0.043247662723713755,35565,1386,482,68,5280.72
28,seasonal,2025-01-24,sports,397818,0.043247662723713755,13479,1696,523,258,8418.6
28,brand_collab,2025-01-25,beauty,397818,0.043247662723713755,23469,930,60,15,1745.27
28,brand_collab,2025-01-26,beauty,397818,0.043247662723713755,20324,1442,553,254,47429.77
28,discount,2025-01-27,home,397818,0.043247662723713755,4240,530,45,22,3612.37
28,seasonal,2025-01-28,beauty,397818,0.043247662723713755,47476,5176,1548,850,102603.81
28,seasonal,2025-01-29,fashion,397818,0.043247662723713755,4083,476,122,23,3143.42
28,brand_collab,2025-01-30,beauty,397818,0.043247662723713755,28518,1278,246,58,2082.8
29,launch,2025-01-01,sports,165212,0.12272441563045274,6127,725,134,47,8114.09
29,seasonal,2025-01-02,fashion,165212,0.12272441563045274,10045,885,151,85,15750.72
29,launch,2025-01-03,beauty,165212,0.12272441563045274,14440,1609,551,292,20451.52
29,brand_collab,2025-01-04,sports,165212,0.12272441563045274,41325,3611,1116,382,10018.55
29,launch,2025-01-05,home,165212,0.12272441563045274,22751,799,118,38,3812.29
29,discount,2025-01-06,home,165212,0.12272441563045274,22304,1649,570,89,5208.03
29,brand_collab,2025-01-07,sports,165212,0.12272441563045274,15249,284,71,11,186.2
29,discount,2025-01-08,sports,165212,0.12272441563045274,23302,380,77,40,2394.3
29,launch,2025-01-09,sports,165212,0.12272441563045274,24777,2387,838,228,30602.04
29,launch,2025-01-10,home,165212,0.12272441563045274,33427,1416,271,161,28179.16
29,discount,2025-01-11,electronics,165212,0.12272441563045274,47240,4445,1312,318,41291.15
29,discount,2025-01-12,fashion,165212,0.12272441563045274,10145,1177,174,45,8355.69
29,seasonal,2025-01-13,sports,165212,0.12272441563045274,35695,1216,293,53,1173.27
29,brand_collab,2025-01-14,beauty,165212,0.12272441563045274,3663,323,74,11,143.5
29,launch,2025-01-15,home,165212,0.12272441563045274,11828,1543,452,47,3989.23
29,discount,2025-01-16,sports,165212,0.12272441563045274,7159,106,32,16,648.2
29,brand_collab,2025-01-17,home,165212,0.12272441563045274,12593,1393,202,52,8868.31
29,brand_collab,2025-01-18,electronics,165212,0.12272441563045274,30087,1556,418,74,5984.38
29,discount,2025-01-19,fashion,165212,0.12272441563045274,41555,4002,256,67,6634.73
29,seasonal,2025-01-20,home,165212,0.12272441563045274,21698,2790,340,195,14616.13
29,discount,2025-01-21,fashion,165212,0.12272441563045274,5711,509,29,3,284.12
29,seasonal,2025-01-22,sports,165212,0.12272441563045274,27331,2207,421,175,22404.45
29,launch,2025-01-23,electronics,165212,0.12272441563045274,28105,3961,1239,707,97959.99
29,discount,2025-01-24,electronics,165212,0.12272441563045274,43025,3012,813,168,21708.78
29,seasonal,2025-01-25,beauty,165212,0.12272441563045274,47762,5813,1793,236,19723.09
29,seasonal,2025-01-26,home,165212,0.12272441563045274,6515,935,347,42,3123.73
29,seasonal,2025-01-27,fashion,165212,0.12272441563045274,4681,572,115,61,2703.82
29,launch,2025-01-28,home,165212,0.12272441563045274,13278,642,165,56,1978.79
29,launch,2025-01-29,fashion,165212,0.12272441563045274,37175,675,104,35,1467.33
29,launch,2025-01-30,fashion,165212,0.12272441563045274,19799,2842,1003,389,53708.14
30,discount,2025-01-01,electronics,338245,0.10306348868751847,34941,728,108,42,2466.18
30,seasonal,2025-01-02,sports,338245,0.10306348868751847,39698,3186,1173,537,64758.62
30,seasonal,2025-01-03,fashion,338245,0.10306348868751847,8054,580,219,54,5418.26
30,discount,2025-01-04,home,338245,0.10306348868751847,7997,1046,417,130,4045.43
30,seasonal,2025-01-05,home,338245,0.10306348868751847,13126,1737,221,39,850.94
30,launch,2025-01-06,sports,338245,0.10306348868751847,48631,3976,603,201,34771.59
30,brand_collab,2025-01-07,fashion,338245,0.10306348868751847,16761,579,132,60,11695.17
30,brand_collab,2025-01-08,beauty,338245,0.10306348868751847,7571,155,28,14,159.0
30,brand_collab,2025-01-09,electronics,338245,0.10306348868751847,30992,1087,393,129,18684.04
30,discount,2025-01-10,fashion,338245,0.10306348868751847,24956,587,177,42,1890.73
30,brand_collab,2025-01-11,electronics,338245,0.10306348868751847,49904,827,46,8,709.9
30,launch,2025-01-12,sports,338245,0.10306348868751847,31270,1583,390,60,7548.37
30,discount,2025-01-13,beauty,338245,0.10306348868751847,4626,393,85,25,4465.27
30,brand_collab,2025-01-14,fashion,338245,0.10306348868751847,44226,4250,1591,924,98592.85
30,seasonal,2025-01-15,fashion,338245,0.10306348868751847,42115,1970,424,111,21190.72
30,seasonal,2025-01-16,sports,338245,0.10306348868751847,48340,855,215,30,1180.77
30,brand_collab,2025-01-17,electronics,338245,0.10306348868751847,34765,658,50,7,1226.68
30,brand_collab,2025-01-18,beauty,338245,0.10306348868751847,32692,1915,628,259,48731.25
30,launch,2025-01-19,home,338245,0.10306348868751847,31761,4507,1468,164,18283.79
30,discount,2025-01-20,home,338245,0.10306348868751847,47098,5305,2113,515,57814.84
30,brand_collab,2025-01-21,sports,338245,0.10306348868751847,40335,1358,532,280,29311.32
30,launch,2025-01-22,fashion,338245,0.10306348868751847,42266,1036,158,22,3012.25
30,brand_collab,2025-01-23,fashion,338245,0.10306348868751847,38661,4565,500,146,11084.64
30,discount,2025-01-24,home,338245,0.10306348868751847,48374,703,117,41,6615.86
30,brand_collab,2025-01-25,home,338245,0.10306348868751847,37160,1347,421,91,3391.89
30,discount,2025-01-26,sports,338245,0.10306348868751847,30841,3956,308,139,18671.29
30,launch,2025-01-27,home,338245,0.10306348868751847,30777,4047,1028,471,38004.18
30,seasonal,2025-01-28,beauty,338245,0.10306348868751847,15266,995,351,77,14913.32
30,brand_collab,2025-01-29,beauty,338245,0.10306348868751847,39285,2307,838,488,45995.67
30,seasonal,2025-01-30,home,338245,0.10306348868751847,7378,252,36,5,268.8
31,launch,2025-01-01,home,422230,0.06408027872037632,15336,1757,117,67,9723.07
31,discount,2025-01-02,home,422230,0.06408027872037632,22387,1835,592,213,28072.28
31,seasonal,2025-01-03,beauty,422230,0.06408027872037632,11566,1218,366,147,3943.99
31,seasonal,2025-01-04,beauty,422230,0.06408027872037632,34477,2719,1074,256,21793.14
31,seasonal,2025-01-05,sports,422230,0.06408027872037632,12620,939,118,19,3631.44
31,brand_collab,2025-01-06,electronics,422230,0.06408027872037632,47598,2168,774,112,16342.95
31,brand_collab,2025-01-07,electronics,422230,0.06408027872037632,27569,304,69,11,1920.41
31,seasonal,2025-01-08,home,422230,0.06408027872037632,47562,5803,780,104,7302.03
31,discount,2025-01-09,home,422230,0.06408027872037632,46528,5531,1938,1012,79278.42
31,brand_collab,2025-01-10,electronics,422230,0.06408027872037632,34122,3377,1342,656,34708.65
31,launch,2025-01-11,home,422230,0.06408027872037632,29666,3479,544,275,18107.15
31,discount,2025-01-12,beauty,422230,0.06408027872037632,15419,1992,136,20,2362.14
31,brand_collab,2025-01-13,sports,422230,0.06408027872037632,23880,1565,314,120,1247.34
31,brand_collab,2025-01-14,electronics,422230,0.06408027872037632,11109,1493,372,154,16718.56
31,discount,2025-01-15,beauty,422230,0.06408027872037632,16596,1309,207,39,4125.62
31,launch,2025-01-16,sports,422230,0.06408027872037632,23449,1699,414,103,9935.83
31,discount,2025-01-17,home,422230,0.06408027872037632,4990,124,39,19,2961.63
31,discount,2025-01-18,beauty,422230,0.06408027872037632,21316,1703,540,125,20410.87
31,seasonal,2025-01-19,beauty,422230,0.06408027872037632,6285,137,48,16,1061.47
31,seasonal,2025-01-20,beauty,422230,0.06408027872037632,16994,1815,595,108,3220.5
31,brand_collab,2025-01-21,sports,422230,0.06408027872037632,29315,2444,692,161,29467.24
31,brand_collab,2025-01-22,beauty,422230,0.06408027872037632,20091,1961,149,23,445.48
31,brand_collab,2025-01-23,beauty,422230,0.06408027872037632,34332,985,182,92,17866.7
31,seasonal,2025-01-24,home,422230,0.06408027872037632,48663,1253,385,91,11960.17
31,launch,2025-01-25,electronics,422230,0.06408027872037632,48997,2297,339,191,2804.35
31,seasonal,2025-01-26,beauty,422230,0.06408027872037632,12232,1554,607,356,7975.32
31,discount,2025-01-27,electronics,422230,0.06408027872037632,27746,2792,265,112,22027.23
31,brand_collab,2025-01-28,beauty,422230,0.06408027872037632,9787,152,26,13,1862.7
31,launch,2025-01-29,home,422230,0.06408027872037632,9772,1271,269,132,25067.76
31,launch,2025-01-30,sports,422230,0.06408027872037632,48779,4075,297,174,13643.58
32,launch,2025-01-01,electronics,259957,0.12436464053058355,15292,1570,471,110,7697.47
32,brand_collab,2025-01-02,electronics,259957,0.12436464053058355,24183,376,97,51,9142.16
32,launch,2025-01-03,fashion,259957,0.12436464053058355,17532,2309,710,248,29468.48
32,seasonal,2025-01-04,sports,259957,0.12436464053058355,5551,244,59,11,322.93
32,discount,2025-01-05,fashion,259957,0.12436464053058355,43431,4816,1107,445,57875.47
32,launch,2025-01-06,sports,259957,0.12436464053058355,49733,5765,1463,282,12905.48
32,brand_collab,2025-01-07,sports,259957,0.12436464053058355,47421,6766,1277,207,22735.76
32,discount,2025-01-08,electronics,259957,0.12436464053058355,11464,983,146,87,16847.22
32,launch,2025-01-09,home,259957,0.12436464053058355,39826,5072,1523,675,121291.84
32,launch,2025-01-10,beauty,259957,0.12436464053058355,2081,58,16,8,1543.35
32,discount,2025-01-11,beauty,259957,0.12436464053058355,18331,1064,175,70,4986.92
32,seasonal,2025-01-12,home,259957,0.12436464053058355,26401,2863,979,125,19003.62
32,discount,2025-01-13,electronics,259957,0.12436464053058355,24104,305,61,7,1338.74
32,discount,2025-01-14,fashion,259957,0.12436464053058355,5141,608,76,31,593.19
32,discount,2025-01-15,electronics,259957,0.12436464053058355,6577,764,172,95,3596.39
32,seasonal,2025-01-16,home,259957,0.12436464053058355,49334,1576,455,180,27615.1
32,discount,2025-01-17,beauty,259957,0.12436464053058355,18706,2617,282,28,5514.51
32,launch,2025-01-18,fashion,259957,0.12436464053058355,44185,3934,544,303,18325.52
32,brand_collab,2025-01-19,beauty,259957,0.12436464053058355,23372,3333,406,165,8643.76
32,launch,2025-01-20,home,259957,0.12436464053058355,26251,961,223,74,1738.79
32,seasonal,2025-01-21,electronics,259957,0.12436464053058355,35808,3238,745,265,8048.65
32,discount,2025-01-22,beauty,259957,0.12436464053058355,2132,80,6,1,185.51
32,seasonal,2025-01-23,sports,259957,0.12436464053058355,38777,3304,948,418,54114.06
32,seasonal,2025-01-24,fashion,259957,0.12436464053058355,22301,760,152,53,1945.76
32,launch,2025-01-25,electronics,259957,0.12436464053058355,23259,254,54,23,1218.83
32,brand_collab,2025-01-26,home,259957,0.12436464053058355,11195,542,69,36,5949.01
32,launch,2025-01-27,electronics,259957,0.12436464053058355,25845,1842,292,140,26302.3
32,launch,2025-01-28,fashion,259957,0.12436464053058355,31544,4523,605,249,24918.55
32,brand_collab,2025-01-29,beauty,259957,0.12436464053058355,33317,4588,1246,573,33726.18
32,brand_collab,2025-01-30,electronics,259957,0.12436464053058355,15670,980,263,45,7486.68
33,seasonal,2025-01-01,home,260245,0.14717249495333132,32345,3022,264,28,5118.88
33,discount,2025-01-02,home,260245,0.14717249495333132,24097,264,87,12,1063.25
33,discount,2025-01-03,beauty,260245,0.14717249495333132,38383,3086,1013,170,33271.25
33,launch,2025-01-04,fashion,260245,0.14717249495333132,10247,1155,268,55,8719.07
33,discount,2025-01-05,electronics,260245,0.14717249495333132,48356,1081,183,108,14001.11
33,launch,2025-01-06,fashion,260245,0.14717249495333132,18548,2538,249,31,419.15
33,launch,2025-01-07,sports,260245,0.14717249495333132,25747,691,175,98,10229.36
33,launch,2025-01-08,sports,260245,0.14717249495333132,42017,791,208,123,9662.04
33,launch,2025-01-09,fashion,260245,0.14717249495333132,15621,310,54,19,3786.37
33,brand_collab,2025-01-10,fashion,260245,0.14717249495333132,7269,946,161,47,8426.82
33,brand_collab,2025-01-11,home,260245,0.14717249495333132,10699,1012,273,84,3143.22
33,discount,2025-01-12,home,260245,0.14717249495333132,39445,3949,580,188,14212.85
33,discount,2025-01-13,electronics,260245,0.14717249495333132,9733,786,84,48,8246.42
33,brand_collab,2025-01-14,beauty,260245,0.14717249495333132,22252,1292,73,32,6068.61
33,discount,2025-01-15,fashion,260245,0.14717249495333132,23554,1737,401,41,3702.73
33,brand_collab,2025-01-16,home,260245,0.14717249495333132,25530,3393,489,289,23915.2
33,launch,2025-01-17,sports,260245,0.14717249495333132,22575,973,262,134,11921.88
33,launch,2025-01-18,beauty,260245,0.14717249495333132,45443,4712,974,335,16350.92
33,launch,2025-01-19,fashion,260245,0.14717249495333132,36983,4004,911,292,10169.72
33,brand_collab,2025-01-20,home,260245,0.14717249495333132,7789,951,197,90,10924.63
33,launch,2025-01-21,beauty,260245,0.14717249495333132,40753,873,110,24,4032.66
33,brand_collab,2025-01-22,beauty,260245,0.14717249495333132,21390,3013,822,451,43628.24
33,seasonal,2025-01-23,home,260245,0.14717249495333132,17984,1748,360,176,9132.53
33,seasonal,2025-01-24,beauty,260245,0.14717249495333132,26473,3426,1290,730,24669.4
33,launch,2025-01-25,fashion,260245,0.14717249495333132,11871,1539,270,112,16333.04
33,discount,2025-01-26,electronics,260245,0.14717249495333132,47451,6866,2661,651,65834.83
33,discount,2025-01-27,electronics,260245,0.14717249495333132,4675,448,162,22,1603.22
33,seasonal,2025-01-28,home,260245,0.14717249495333132,34123,5099,1683,879,114885.61
33,brand_collab,2025-01-29,electronics,260245,0.14717249495333132,46406,1986,112,60,11607.95
33,discount,2025-01-30,electronics,260245,0.14717249495333132,26345,1255,501,265,23189.67
34,launch,2025-01-01,sports,386433,0.12061165499600127,16128,232,21,8,1446.52
34,brand_collab,2025-01-02,home,386433,0.12061165499600127,30432,797,275,46,5006.83
34,seasonal,2025-01-03,home,386433,0.12061165499600127,45460,4733,1378,373,19010.26
34,seasonal,2025-01-04,sports,386433,0.12061165499600127,6057,230,76,39,2532.6
34,launch,2025-01-05,sports,386433,0.12061165499600127,42570,3807,692,403,24975.11
34,discount,2025-01-06,electronics,386433,0.12061165499600127,48218,6965,456,78,987.7
34,discount,2025-01-07,sports,386433,0.12061165499600127,3786,64,16,4,764.52
34,brand_collab,2025-01-08,beauty,386433,0.12061165499600127,30715,2452,184,81,8554.56
34,seasonal,2025-01-09,home,386433,0.12061165499600127,1453,80,26,9,1560.5
34,launch,2025-01-10,sports,386433,0.12061165499600127,25111,803,310,111,2647.43
34,brand_collab,2025-01-11,fashion,386433,0.12061165499600127,5792,709,238,140,14749.73
34,discount,2025-01-12,sports,386433,0.12061165499600127,40111,3326,945,479,28514.05
34,seasonal,2025-01-13,home,386433,0.12061165499600127,9169,1190,100,14,838.77
34,launch,2025-01-14,home,386433,0.12061165499600127,38863,4306,367,151,11725.57
34,discount,2025-01-15,beauty,386433,0.12061165499600127,29656,2950,390,178,31327.79
34,launch,2025-01-16,beauty,386433,0.12061165499600127,15086,1033,67,16,1531.91
34,discount,2025-01-17,fashion,386433,0.12061165499600127,23044,2678,233,82,13511.86
34,seasonal,2025-01-18,sports,386433,0.12061165499600127,28626,4094,972,288,49293.68
34,discount,2025-01-19,sports,386433,0.12061165499600127,3513,276,95,49,4246.77
34,brand_collab,2025-01-20,fashion,386433,0.12061165499600127,11165,1006,134,66,6760.49
34,discount,2025-01-21,sports,386433,0.12061165499600127,41643,6120,1962,300,47370.42
34,brand_collab,2025-01-22,home,386433,0.12061165499600127,38085,2018,125,32,3628.18
34,discount,2025-01-23,electronics,386433,0.12061165499600127,3850,279,108,31,1830.96
34,launch,2025-01-24,fashion,386433,0.12061165499600127,33408,1297,386,42,3763.09
34,launch,2025-01-25,fashion,386433,0.12061165499600127,25118,2233,271,127,2531.49
34,seasonal,2025-01-26,sports,386433,0.12061165499600127,32225,4267,739,340,24021.95
34,brand_collab,2025-01-27,sports,386433,0.12061165499600127,20049,951,220,47,1573.45
34,launch,2025-01-28,sports,386433,0.12061165499600127,39590,5808,1055,592,67201.88
34,launch,2025-01-29,electronics,386433,0.12061165499600127,27393,2166,452,53,7867.37
34,brand_collab,2025-01-30,home,386433,0.12061165499600127,38789,1005,51,30,4872.96
35,launch,2025-01-01,home,83422,0.026121810236401852,29174,1454,264,126,14179.5
35,seasonal,2025-01-02,beauty,83422,0.026121810236401852,36969,3581,979,440,13764.18
35,discount,2025-01-03,beauty,83422,0.026121810236401852,44890,3379,596,91,16054.88
35,seasonal,2025-01-04,home,83422,0.026121810236401852,16357,1336,294,121,22962.84
35,discount,2025-01-05,sports,83422,0.026121810236401852,45491,1559,473,166,23106.31
35,brand_collab,2025-01-06,beauty,83422,0.026121810236401852,33649,3743,365,189,7448.37
35,seasonal,2025-01-07,electronics,83422,0.026121810236401852,18558,1152,160,55,4807.41
35,discount,2025-01-08,electronics,83422,0.026121810236401852,13388,1351,210,69,4352.14
35,discount,2025-01-09,beauty,83422,0.026121810236401852,41030,3350,785,298,12651.47
35,launch,2025-01-10,home,83422,0.026121810236401852,1769,196,44,15,463.91
35,launch,2025-01-11,sports,83422,0.026121810236401852,26757,3274,1066,265,9478.8
35,launch,2025-01-12,fashion,83422,0.026121810236401852,21343,2134,691,392,55454.75
35,seasonal,2025-01-13,sports,83422,0.026121810236401852,19705,2520,310,42,6032.17
35,seasonal,2025-01-14,beauty,83422,0.026121810236401852,49801,4135,586,283,52656.81
35,brand_collab,2025-01-15,home,83422,0.026121810236401852,8373,555,37,12,401.17
35,seasonal,2025-01-16,beauty,83422,0.026121810236401852,8642,1213,105,24,2612.09
35,brand_collab,2025-01-17,sports,83422,0.026121810236401852,41228,5020,1493,291,23186.05
35,launch,2025-01-18,home,83422,0.026121810236401852,16089,2314,172,47,4963.39
35,brand_collab,2025-01-19,home,83422,0.026121810236401852,34988,3064,340,98,16679.36
35,launch,2025-01-20,electronics,83422,0.026121810236401852,10063,1321,479,268,7509.72
35,discount,2025-01-21,home,83422,0.026121810236401852,3105,248,48,8,365.04
35,brand_collab,2025-01-22,beauty,83422,0.026121810236401852,47669,1051,223,41,3038.95
35,launch,2025-01-23,fashion,83422,0.026121810236401852,2214,142,8,4,551.56
35,seasonal,2025-01-24,beauty,83422,0.026121810236401852,46807,1257,437,77,15030.74
35,launch,2025-01-25,beauty,83422,0.026121810236401852,48819,7195,604,151,19820.66
35,discount,2025-01-26,home,83422,0.026121810236401852,45398,871,211,83,11123.52
35,discount,2025-01-27,electronics,83422,0.026121810236401852,30294,3905,934,468,49930.08
35,discount,2025-01-28,beauty,83422,0.026121810236401852,24027,938,233,124,11420.66
35,launch,2025-01-29,home,83422,0.026121810236401852,25161,1318,409,238,34842.11
35,launch,2025-01-30,electronics,83422,0.026121810236401852,19161,2555,440,62,9155.29
36,brand_collab,2025-01-01,beauty,326199,0.07197167875646063,29906,2941,315,120,12689.22
36,launch,2025-01-02,sports,326199,0.07197167875646063,29511,2778,964,524,53412.1
36,discount,2025-01-03,beauty,326199,0.07197167875646063,49136,2845,335,127,8860.43
36,launch,2025-01-04,beauty,326199,0.07197167875646063,37613,3630,828,308,24113.48
36,discount,2025-01-05,fashion,326199,0.07197167875646063,1968,281,54,18,360.27
36,brand_collab,2025-01-06,fashion,326199,0.07197167875646063,14322,917,131,40,1117.42
36,brand_collab,2025-01-07,electronics,326199,0.07197167875646063,37919,4426,1615,698,20934.22
36,discount,2025-01-08,beauty,326199,0.07197167875646063,36670,2511,189,44,8632.85
36,seasonal,2025-01-09,beauty,326199,0.07197167875646063,22596,3387,377,39,1492.67
36,seasonal,2025-01-10,home,326199,0.07197167875646063,28197,4104,981,322,61036.15
36,brand_collab,2025-01-11,home,326199,0.07197167875646063,9536,717,96,32,3089.23
36,discount,2025-01-12,fashion,326199,0.07197167875646063,21378,2105,476,61,11225.69
36,discount,2025-01-13,sports,326199,0.07197167875646063,14334,2020,745,152,2658.38
36,seasonal,2025-01-14,fashion,326199,0.07197167875646063,18438,2630,180,27,1160.94
36,seasonal,2025-01-15,beauty,326199,0.07197167875646063,21454,2415,550,327,19803.29
36,launch,2025-01-16,home,326199,0.07197167875646063,9789,218,42,19,2693.18
36,discount,2025-01-17,electronics,326199,0.07197167875646063,28885,2303,380,121,20911.28
36,brand_collab,2025-01-18,sports,326199,0.07197167875646063,25829,994,353,45,8047.52
36,discount,2025-01-19,fashion,326199,0.07197167875646063,36676,5196,346,95,16411.12
36,brand_collab,2025-01-20,beauty,326199,0.07197167875646063,11150,774,143,79,12226.63
36,launch,2025-01-21,sports,326199,0.07197167875646063,25811,1939,136,31,2878.46
36,seasonal,2025-01-22,electronics,326199,0.07197167875646063,42169,2707,878,304,13487.31
36,discount,2025-01-23,fashion,326199,0.07197167875646063,34161,4558,1049,511,59688.63
36,seasonal,2025-01-24,home,326199,0.07197167875646063,4385,121,28,6,83.98
36,discount,2025-01-25,electronics,326199,0.07197167875646063,3738,141,14,8,1026.01
36,seasonal,2025-01-26,fashion,326199,0.07197167875646063,28701,2713,182,26,422.31
36,brand_collab,2025-01-27,fashion,326199,0.07197167875646063,11940,797,51,13,785.11
36,seasonal,2025-01-28,electronics,326199,0.07197167875646063,10018,476,158,20,2244.86
36,seasonal,2025-01-29,fashion,326199,0.07197167875646063,19608,2299,644,329,43766.46
36,discount,2025-01-30,electronics,326199,0.07197167875646063,18070,2519,581,92,10152.55
37,brand_collab,2025-01-01,electronics,484554,0.0775490284738728,7642,510,198,30,1830.48
37,seasonal,2025-01-02,fashion,484554,0.0775490284738728,43278,1424,209,27,3891.7
37,seasonal,2025-01-03,beauty,484554,0.0775490284738728,13336,1936,185,52,775.29
37,brand_collab,2025-01-04,electronics,484554,0.0775490284738728,28228,1077,84,28,333.04
37,discount,2025-01-05,fashion,484554,0.0775490284738728,38310,1921,472,113,8620.25
37,seasonal,2025-01-06,beauty,484554,0.0775490284738728,26995,385,31,16,2076.89
37,launch,2025-01-07,sports,484554,0.0775490284738728,26958,3971,414,88,4421.27
37,seasonal,2025-01-08,sports,484554,0.0775490284738728,11255,1177,432,200,29947.61
37,seasonal,2025-01-09,fashion,484554,0.0775490284738728,7372,646,236,132,1548.18
37,brand_collab,2025-01-10,beauty,484554,0.0775490284738728,34382,4521,1016,132,19241.22
37,discount,2025-01-11,fashion,484554,0.0775490284738728,18733,2298,892,208,21635.52
37,discount,2025-01-12,sports,484554,0.0775490284738728,39014,4060,545,257,39205.77
37,seasonal,2025-01-13,fashion,484554,0.0775490284738728,44876,4128,218,104,15129.16
37,discount,2025-01-14,fashion,484554,0.0775490284738728,14750,150,22,11,1350.73
37,launch,2025-01-15,sports,484554,0.0775490284738728,6622,693,80,40,1286.84
37,brand_collab,2025-01-16,fashion,484554,0.0775490284738728,37854,2605,642,66,1644.51
37,brand_collab,2025-01-17,electronics,484554,0.0775490284738728,34837,3795,1411,332,26690.6
37,launch,2025-01-18,fashion,484554,0.0775490284738728,45504,4673,1726,926,97550.28
37,brand_collab,2025-01-19,electronics,484554,0.0775490284738728,44148,745,87,43,4138.84
37,brand_collab,2025-01-20,home,484554,0.0775490284738728,5846,562,123,36,6577.99
37,brand_collab,2025-01-21,electronics,484554,0.0775490284738728,17043,2367,600,220,27129.25
37,brand_collab,2025-01-22,home,484554,0.0775490284738728,37536,3125,283,46,5152.15
37,discount,2025-01-23,beauty,484554,0.0775490284738728,11794,440,35,14,291.87
37,brand_collab,2025-01-24,sports,484554,0.0775490284738728,38909,3999,1025,319,15365.17
37,launch,2025-01-25,electronics,484554,0.0775490284738728,49373,5881,1873,1098,70612.24
37,discount,2025-01-26,beauty,484554,0.0775490284738728,37009,4221,858,436,49866.2
37,discount,2025-01-27,beauty,484554,0.0775490284738728,12688,1262,212,117,14227.23
37,brand_collab,2025-01-28,electronics,484554,0.0775490284738728,24227,2540,328,131,18669.48
37,seasonal,2025-01-29,beauty,484554,0.0775490284738728,14932,2027,737,326,56465.26
37,launch,2025-01-30,beauty,484554,0.0775490284738728,13881,761,85,18,1609.45
38,discount,2025-01-01,home,199692,0.051464747178259794,13577,818,272,79,12737.44
38,launch,2025-01-02,home,199692,0.051464747178259794,32115,3668,378,62,4691.49
38,discount,2025-01-03,beauty,199692,0.051464747178259794,45484,720,245,94,11789.45
38,seasonal,2025-01-04,sports,199692,0.051464747178259794,30377,2547,711,153,26658.19
38,seasonal,2025-01-05,home,199692,0.051464747178259794,41100,3458,658,163,22743.02
38,launch,2025-01-06,beauty,199692,0.051464747178259794,4258,521,101,24,1534.48
